4399, 0.023
6599, 0.013
8798, 0.017
10998, 0.02
13198, 0.023
15397, 0.027
17597, 0.031
19797, 0.033
21997, 0.037
24196, 0.041
26396, 0.044
28596, 0.043
30795, 0.047
32995, 0.05
35195, 0.052
37394, 0.053
39594, 0.059
41794, 0.059
43994, 0.063
46193, 0.063
48393, 0.066
50593, 0.071
52792, 0.073
54992, 0.072
57192, 0.086
59391, 0.079
61591, 0.083
63791, 0.094
65991, 0.086
68190, 0.091
70390, 0.093
72590, 0.093
74789, 0.104
76989, 0.1
79189, 0.11
81388, 0.105
83588, 0.12
85788, 0.109
87988, 0.121
90187, 0.128
92387, 0.12
94587, 0.133
96786, 0.124
98986, 0.146
101186, 0.132
103385, 0.135
105585, 0.329
107785, 0.144
109985, 0.142
112184, 0.154
114384, 0.172
116584, 0.164
118783, 0.155
120983, 0.157
123183, 0.163
125382, 0.169
127582, 0.174
129782, 0.181
131982, 0.172
134181, 0.194
136381, 0.19
138581, 0.202
140780, 0.186
142980, 0.203
145180, 0.202
147379, 0.215
149579, 0.199
151779, 0.383
153979, 0.202
156178, 0.213
158378, 0.214
160578, 0.219
162777, 0.221
164977, 0.229
167177, 0.224
169376, 0.226
171576, 0.233
173776, 0.25
175976, 0.232
178175, 0.256
180375, 0.26
182575, 0.246
184774, 0.272
186974, 0.256
189174, 0.283
191373, 0.264
193573, 0.308
195773, 0.277
197973, 0.278
200172, 0.281
202372, 0.277
204572, 0.284
206771, 0.285
208971, 0.294
211171, 0.304
213370, 0.287
215570, 0.286
217770, 0.295
219970, 0.304
222169, 0.357
224369, 0.3
226569, 0.302
228768, 0.331
230968, 0.317
233168, 0.322
235367, 0.312
237567, 0.342
239767, 0.32
241967, 0.331
244166, 0.333
246366, 0.332
248566, 0.342
250765, 0.355
252965, 0.337
255165, 0.347
257364, 0.379
259564, 0.339
261764, 0.349
263964, 0.354
266163, 0.394
268363, 0.346
270563, 0.38
272762, 0.375
274962, 0.374
277162, 0.387
279361, 0.391
281561, 0.416
283761, 0.356
285961, 0.403
288160, 0.394
290360, 0.403
292560, 0.426
294759, 0.402
296959, 0.397
299159, 0.413
301358, 0.623
303558, 0.395
305758, 0.444
307958, 0.443
310157, 0.39
312357, 0.428
314557, 0.442
316756, 0.523
318956, 0.424
321156, 0.455
323355, 0.398
325555, 0.45
327755, 0.479
329955, 0.411
332154, 0.468
334354, 0.473
336554, 0.485
338753, 0.465
340953, 0.464
343153, 0.504
345352, 0.491
347552, 0.442
349752, 0.478
351952, 0.501
354151, 0.513
356351, 0.497
358551, 0.517
360750, 0.503
362950, 0.471
365150, 0.506
367349, 0.515
369549, 0.459
371749, 0.508
373949, 0.525
376148, 0.547
378348, 0.484
380548, 0.542
382747, 0.553
384947, 0.489
387147, 0.547
389346, 0.555
391546, 0.584
393746, 0.493
395946, 0.542
398145, 0.555
400345, 0.581
402545, 0.511
404744, 0.564
406944, 0.592
409144, 0.577
411343, 0.529
413543, 0.567
415743, 0.587
417943, 0.586
420142, 0.603
422342, 0.594
424542, 0.594
426741, 0.6
428941, 0.534
431141, 0.581
433340, 0.629
435540, 0.633
437740, 0.548
439940, 0.587
