1, 0.862
2, 0.994
3, 0.685
4, 0.952
5, 0.683
6, 0.976
7, 0.694
8, 0.68
9, 0.643
10, 1.045
11, 0.646
12, 0.676
13, 0.658
14, 1.136
15, 0.636
16, 0.653
17, 0.697
18, 0.659
19, 0.948
20, 0.992
21, 0.658
22, 0.652
23, 0.681
24, 0.661
25, 0.658
26, 1.31
27, 0.79
28, 0.661
28, 0.656
30, 0.669
31, 0.642
32, 0.642
33, 0.67
34, 1.025
35, 1.153
36, 0.645
37, 0.644
38, 0.673
39, 0.658
40, 0.689
41, 0.653
42, 0.66
43, 0.66
44, 1.009
45, 1.328
46, 0.645
47, 0.644
48, 0.672
49, 0.672
50, 0.677
51, 0.642
52, 0.649
53, 0.647
54, 0.661
55, 0.659
56, 0.69
56, 0.671
57, 0.655
59, 0.656
60, 0.65
61, 0.65
62, 0.663
63, 0.668
64, 0.674
65, 0.689
66, 0.66
67, 0.667
68, 0.651
69, 0.669
70, 0.648
71, 0.667
72, 0.678
73, 0.656
74, 0.684
75, 0.652
76, 0.668
77, 0.667
78, 0.708
79, 0.672
80, 0.666
81, 0.678
82, 0.643
83, 0.654
84, 0.666
85, 0.682
86, 0.662
87, 0.677
88, 0.676
89, 0.652
90, 0.669
91, 0.668
92, 0.689
93, 0.66
94, 0.672
95, 0.688
96, 0.672
97, 0.659
98, 0.693
99, 0.664
100, 0.649
